customer,total_sales,rank
Kathiar,568.0,3638
MANDYA District,568.0,3638
Ariyalur,568.0,3638
KOLKATA 700104,568.0,3638
"ROURKELA , DIST - SUNDARGARH",568.0,3638
JHABRERA,568.0,3638
MYLAUDY,568.0,3638
"Kphb 9th phase, near forum mall, Hyderabad",568.0,3638
Jaysingpur,568.0,3638
Kathar,568.0,3638
HOSHIARPUR-146111,567.0,3639
PATHARBERIA,566.0,3640
"Vypin ,Edavanakad",566.0,3640
Tuchamakeri,566.0,3640
Miraroad,565.0,3641
"MANAVADAR, junagdh",565.0,3641
gandhinagar,565.0,3641
VASAI(W),563.0,3642
"Chhabra, baran",563.0,3642
BHILAI DURG,563.0,3642
"Hajipur, Vaishali",563.0,3642
KHERWARA CHHAONI,563.0,3642
DHEKIAJUji,563.0,3642
",HYDERABAD",563.0,3642
Boduppal,563.0,3642
AHMEDABAD 380007,563.0,3642
KHAROD,563.0,3642
PIPLYA MANDI,563.0,3642
Saoner,563.0,3642
budgam,563.0,3642
"Edapally, Cochin",563.0,3642
Punawale PIMPRI CHINCHWAD,563.0,3642
"Bhamragad, GADCHIROLI",563.0,3642
jhingurda,563.0,3642
Sevaliya,563.0,3642
MUMBAI 400023,563.0,3642
Chatra,563.0,3642
TEKANPUR,563.0,3642
Sringeri,563.0,3642
KOROCHI,563.0,3642
"SARAIPALI,  DISTT : MAHASAMUND",563.0,3642
Sareni,563.0,3642
CHITTORGARH,563.0,3642
MUDKHED,562.86,3643
Rasayani Panvel,562.0,3644
CHHOTAUDEPUR,562.0,3644
ALAWALPUR,562.0,3644
ALLAVARAM,561.0,3645
"Goppenahalli, Channagiri Taluk, Davangere district",561.0,3645
Shegaon bk,561.0,3645
KUMHER,560.0,3646
Ferozepur Cantt,560.0,3646
"Tirurangadi, Malappuram",560.0,3646
CHANDUR AMRAVATI DISTRICT,560.0,3646
"Dombivali East,",560.0,3646
Thane-West,560.0,3646
"Mohan garden, Uttam Nagar,NEW DELHI",560.0,3646
"ALAGAPPAPURAM,kanyakumari district",560.0,3646
BARGUR,560.0,3646
kurla east Mumbai,560.0,3646
Balaramapuram /mudavoorpara,560.0,3646
Kotananduru,558.0,3647
CHENGALPATTU Taluk,558.0,3647
dhanori-vishrantwadi,551.43,3648
RAMACHANDRAPURAM,551.0,3649
"Garugubilli mandal, vizianagaram dist",551.0,3649
MALKAPUR MIDC,551.0,3649
"Venginissery, Thrissur",550.0,3650
NARLA,549.0,3651
Kanathur,549.0,3651
Habibpur,549.0,3651
MANAVALASSERY,549.0,3651
IMPHAL West,549.0,3651
KULTI,549.0,3651
"NEW DELHI, other no. 9667856896",549.0,3651
BEDI,549.0,3651
"Chandur Railway, dist - Amravati",549.0,3651
BANGALORE18,549.0,3651
Mira road East,549.0,3651
KANGEYAM,549.0,3651
Ambedkar nagar,549.0,3651
bhawanipatna,549.0,3651
Ramanathapuram dist,549.0,3651
Brg Shangri-La  Indore,549.0,3651
Near Shauchaley,549.0,3651
Vishrambag Sangli,549.0,3651
"Chunkankadai, Nagercoil",549.0,3651
KUNDGOL,549.0,3651
CHOPRA,547.0,3652
KASHINAGARA,547.0,3652
Kundrathur chennai,547.0,3652
Bokakhat,547.0,3652
trichy,546.67,3653
Kolhar Bk. Taluka Rahta,546.67,3653
Kishangarh (Ajmer),546.0,3654
RAIPUR 492004,546.0,3654
"goregaon west, mumbai",545.0,3655
SURIYAMPALAYAM,545.0,3655
"Pimple Saudagar, Pimpri-Chinchwad",545.0,3655
PANIKOILI,545.0,3655
Tuticorin (Dt),545.0,3655
"Rajpura Town, Dist Patiala",545.0,3655
Malnaka ratnagiri,545.0,3655
Panihati,545.0,3655
JAJPUR,545.0,3655
MUMBAI 400005,545.0,3655
"Thakurli East,Kalyan",545.0,3655
REVDANDA,545.0,3655
Andul-mouri,545.0,3655
Tarntaran,545.0,3655
Srinagar /SRINAGAR,545.0,3655
Bhayander west,545.0,3655
Manjummel,545.0,3655
Mangapur,545.0,3655
Amalner,545.0,3655
"Sector-86,Faridabad",545.0,3655
"Ongole, prakasam dist",545.0,3655
Mira Bhayander,545.0,3655
RAMDURG,545.0,3655
"Nagaon town,Nagaon,Assam.",545.0,3655
"Doraha, District Ludhiana.",545.0,3655
VALATHUR,544.0,3656
Agarwada,544.0,3656
Mumbai Mumbai,544.0,3656
Edavanakad,544.0,3656
AVITTATHUR,544.0,3656
"GULABPURA, Distt BHILWARA",544.0,3656
Hapoli,544.0,3656
SATHYAMANGALAM ERODE,544.0,3656
Lakhimpur-Kheri,544.0,3656
AMBAGARH CHOWKI,544.0,3656
Jaspur,544.0,3656
"Navile , Shivamogga",544.0,3656
"PADERU, visakhapatnam",544.0,3656
Navnagar BAGALKOT,544.0,3656
Nellithope,544.0,3656
Vemulawada,544.0,3656
"Malwani church, Malad west , Mumbai.",543.0,3657
CHIMBELPanjim,543.0,3657
Dombivli(West),543.0,3657
LAWNGTLAI,541.9,3658
Tanda,540.0,3659
Vannappuram,540.0,3659
Chirayinkeezhu,540.0,3659
anantapur,540.0,3659
BARSUR,540.0,3659
"Goregaon - East, Mumbai",540.0,3659
Karur(dt),540.0,3659
PALAKKADpalakkad,540.0,3659
rourkela,540.0,3659
NORTH LAKHIMPUR-787001,540.0,3659
"Carona, Aldona",540.0,3659
PALA,540.0,3659
KULASEKHARAPURAM,537.0,3660
KAIMUR BHABUA,537.0,3660
MADHUGIRI,534.0,3661
malda,534.0,3661
FATEHPUR DISTRICT,534.0,3661
Dhamnod,534.0,3661
JAMTARAJ,534.0,3661
SADHA KHEMAJI TOLA CHAPRA,534.0,3661
AMBAD,534.0,3661
jandiala guru,534.0,3661
Nadakkavu,534.0,3661
Jalundh khambhat,533.0,3662
"Hyderabad, Ranga Reddy",533.0,3662
Bangarapet,533.0,3662
"MUMBAI,Malad West,Malvani.",533.0,3662
"Shankargarh, District- Balrampur",533.0,3662
dindori,533.0,3662
BACHELI,533.0,3662
VARANASi,533.0,3662
Kothrud,533.0,3662
Pataudi,533.0,3662
SARNI,533.0,3662
Rawatbhata,533.0,3662
Mauganj,533.0,3662
1,533.0,3662
"Chembur east, Mumbai",533.0,3662
Narpatganj,533.0,3662
Memari; Maheshpur Primary school,533.0,3662
Chitranjan,533.0,3662
TRIPUNITHURA,533.0,3662
PALARI,533.0,3662
"Mulund, east Mumbai",531.0,3663
Uttam Nagar,531.0,3663
KAMALGANJ,530.0,3664
"Mehdipatnam, HYDERABAD",530.0,3664
"Bidhan Nagar, Kolkata- 700102",529.0,3665
GHANSOLI  NAVI MUMBAI,529.0,3665
"MUMBAI,malad  east",529.0,3665
Ariyalur D.T,529.0,3665
Chennai 81,529.0,3665
THIROOR,529.0,3665
"Caranzalem, Panjim",528.0,3666
Dowleshwaram... Rajahmundry (r),527.0,3667
SAGRI,526.67,3668
Hasnabad,526.0,3669
Mayang Imphal,526.0,3669
Musiri,526.0,3669
"Thundalam, Chennai",526.0,3669
"Kharghar, NAVI MUMBAI",526.0,3669
Kokkata,525.0,3670
"TILHAR, 9717754694",525.0,3670
PAMPALNER,525.0,3670
Rajgurunagar Khed,525.0,3670
Neura pequeno,524.0,3671
churachandpur,524.0,3671
Vaddeswaram,524.0,3671
"ANNAMALAI NAGAR , CHIDHAMBARAM",523.0,3672
Dstr-  dehradun,523.0,3672
SURGANA,523.0,3672
"CHAMARAJANAGAR, district and subdistrict",523.0,3672
dwaraka tirumala,523.0,3672
ACHARAPAKKAM,523.0,3672
South Goa,523.0,3672
LALGUDI,523.0,3672
Ponmanai,523.0,3672
NEPANAGAR,522.86,3673
"Greater Noida, Sector 1",522.0,3674
CHHATA,522.0,3674
JALALPORE,521.0,3675
Alandi,521.0,3675
Kapadvanj,521.0,3675
Bheem,521.0,3675
Moodbidri,521.0,3675
KACHHWA,521.0,3675
Kottayampoyil/Thalassery,521.0,3675
BANGUWAN KALAN,521.0,3675
NOIDANoida,521.0,3675
Sikri Kalan,521.0,3675
SARWAR,521.0,3675
"Debra bazar, west medinipur",521.0,3675
Palia kalan lakhimpur kheri,519.0,3676
"Ponkunnam, Kottayam district",519.0,3676
Urapakkam,519.0,3676
"Gaulapar, Haldwani",518.0,3677
VADODARA - 390019,518.0,3677
Tanalur,518.0,3677
Bhandup east MUMBAI,518.0,3677
"Penumur, Chittoor",518.0,3677
Thiruvallom,518.0,3677
"Chenghlepet Taluk, Kancheepuram Dt.",518.0,3677
bikaner,518.0,3677
Thalore Thrissur,518.0,3677
"Nerul, NAVI MUMBAI",518.0,3677
Guduvanchery,518.0,3677
Cuncolim,518.0,3677
DEVRUKH,518.0,3677
Nangloi,518.0,3677
OMALUR,518.0,3677
Bijpur,518.0,3677
NEW DELHI 110059,518.0,3677
"CHANDANNAGAR, HOOGHLY",518.0,3677
"Port Blair , South Andaman",518.0,3677
DOMBIVALI,518.0,3677
SecunderabadSecunderabad,518.0,3677
GANGARAMPUR,518.0,3677
"NEWTOWN, KOLKATA",518.0,3677
Gautam Nagar,518.0,3677
Tirumangalam,518.0,3677
"Birati, Kolkata",518.0,3677
"TIRUKALUKUNDRAM, thiruporur",518.0,3677
PILKHUWA hapur,518.0,3677
AMARKANTAK,518.0,3677
MOODABETTU,518.0,3677
ALWARKURICHI,518.0,3677
New Guwahati Tiniali,518.0,3677
"KOTPAD, Koraput",518.0,3677
KAYATHARU,518.0,3677
KOMALAPURAM,518.0,3677
BINNAGURI,518.0,3677
Vasai (E),518.0,3677
Baif road Wagholi pune,518.0,3677
Rajsamand,518.0,3677
Vaniyambadi,518.0,3677
Vasai East,518.0,3677
West Patel Nagar,518.0,3677
KOLKATA 700034,518.0,3677
RAJGANGPUR,518.0,3677
THULLUR,517.0,3678
PADRA,517.0,3678
WARISALIGANJ,517.0,3678
Tirunelveli town,517.0,3678
"Sandur Taluk, bellary district",517.0,3678
DEDIAPADA,517.0,3678
BAILHONGAL,517.0,3678
Guruvayoor,517.0,3678
Neelbad,517.0,3678
SULTANGANJ,517.0,3678
SIHORA,517.0,3678
Kidangoor,517.0,3678
"BAPUNAGAR,AHMEDABAD",517.0,3678
RAJPUR,517.0,3678
"Madikeri, coorg",517.0,3678
BANKAPURA,517.0,3678
"Mahalakshmi layout, Banagalore",517.0,3678
Lohgaon Pune,517.0,3678
LALGANJ Azamgarh U. P,517.0,3678
Andheri e,517.0,3678
LALGANJ Azamgarh,517.0,3678
"KHURDA,Bhubaneswar",517.0,3678
Dona Paula,517.0,3678
SILLOD,517.0,3678
NAI BAZAR,517.0,3678
Bhatinda,517.0,3678
Managuru,517.0,3678
SAIYAD RAJA,517.0,3678
THARAMANGALAM,517.0,3678
Naranapura,517.0,3678
"Sector 90, Manesar",517.0,3678
Padoor,517.0,3678
Dachepalli,517.0,3678
PALAVOOR,517.0,3678
USAR MIDC,517.0,3678
DALMAU,517.0,3678
Baba Bakala,517.0,3678
KALLAKURICHI,517.0,3678
KUMARAGIRI,517.0,3678
Shiroda,517.0,3678
Rajgarh,517.0,3678
Belthangadi,517.0,3678
Umaria BANDHAWAGARH,517.0,3678
AMDANGA,517.0,3678
"PUNE,lohengao",517.0,3678
Venganoor,517.0,3678
Ilkal,517.0,3678
Plaghar,517.0,3678
"Curtorim,South Goa",517.0,3678
"INDIRAPURAM, GHAZIABAD",517.0,3678
Batala,517.0,3678
BANDIPUR,517.0,3678
Rayaparthi,517.0,3678
MEERUT CANTT,517.0,3678
Trissure,517.0,3678
"Golf course road,  Sector 53, GURUGRAM",517.0,3678
PANPOLI,517.0,3678
"NIZAMABAD,Telangana",517.0,3678
"Secunderabad, HYDERABAD",514.29,3679
CHERTHALA City,513.0,3680
"Selaiyur , CHENNAI",513.0,3680
Mumbai 400064,513.0,3680
Ambikapur,512.0,3681
KASARGOD,512.0,3681
Pazhuvil West,511.0,3682
"Thoraipakkam, Chennai",511.0,3682
"Adarsh Nagar, Jaipur",511.0,3682
"Mangalam, TIRUPATI",511.0,3682
"Patto,  Panaji -Goa",510.0,3683
BANTWA,507.0,3684
SOUTH  DELHI,507.0,3684
Kolkata 700063,507.0,3684
Vaishali Nagar Nagpur,501.0,3685
"Bharatpur , Bhubaneswar",501.0,3685
MAHALINGPUR,499.0,3686
Bamor,499.0,3686
Karimganj,499.0,3686
PONNERI. Chennai,499.0,3686
kancheepuram,499.0,3686
Silvassa(kilvani naka),499.0,3686
Borka,499.0,3686
"DHOLKA, Ahmedabad",499.0,3686
Bahaduargarh,499.0,3686
BAIKUNTHPUR,499.0,3686
GOREDI CHANCHA,499.0,3686
"Durganagar ,Nimta south",499.0,3686
Siruguppa,499.0,3686
Ponnur,499.0,3686
Sivagangai,499.0,3686
Bhugaon Mulshi Road,499.0,3686
ONGALLUR II,499.0,3686
BAGNAN,499.0,3686
MADDUR Town,499.0,3686
JALALABAD MUZAFFARNAGAR DISTRICT,499.0,3686
"Perumbakkam, near Chettinadu villa",499.0,3686
chand nagar,499.0,3686
CHENNAI- 600040,499.0,3686
Diyun,499.0,3686
Haroa,499.0,3686
salt lake city,499.0,3686
RUPNARAYANPUR,499.0,3686
CHAMARAJANAGARA,499.0,3686
Fort (Mumbai),499.0,3686
KAKINADA (URBAN),499.0,3686
Thiruchentur,499.0,3686
Kozhippilly Parashalappady,499.0,3686
Dharamshala,499.0,3686
Shivpur Varanasi,499.0,3686
MARHAURA,499.0,3686
District:- Sangli,499.0,3686
T NARASIPURA,499.0,3686
"airoli, navi mumbai",499.0,3686
Kotma,499.0,3686
Di-Tapi,499.0,3686
KUTHANALLUR,499.0,3686
town.budhana village. Husainpur kalan,499.0,3686
Gharshankar,499.0,3686
AMBARNATH (E),499.0,3686
"PILLAIARKUPPAM,  manapet post",499.0,3686
MUMBAI 40064,499.0,3686
DHARIAWAD,499.0,3686
Dombivli (w),499.0,3686
JORAPOKHAR,499.0,3686
HIRAMANDALAM,499.0,3686
NTPC Barh Township,499.0,3686
DHANYAKURIA,499.0,3686
Umbargam,499.0,3686
Baddi Industrial Area,499.0,3686
HARIJ,499.0,3686
Orgao,499.0,3686
Renukoot,499.0,3686
"GURUVAYUR, Thrissur",499.0,3686
PATNApatna,499.0,3686
"Mandi,",499.0,3686
"KANNUR DISTRICT,",497.0,3687
CORLIM,497.0,3687
Katni,497.0,3687
Coimbatore Rural,497.0,3687
IMPHAcity,497.0,3687
"OWE GAON, KHARGHAR, NAVI MUMBAI",496.0,3688
anadapuram,496.0,3688
"BILASPUR,",496.0,3688
Tsundur,496.0,3688
KEKRI,496.0,3688
"KUKATPALLI, HYDERABAD",496.0,3688
Gandidham,496.0,3688
Etha,496.0,3688
"Harwada, Ankola",495.0,3689
Orang,495.0,3689
Sbi Fagu,495.0,3689
AMARPATAN,495.0,3689
KOTHAPALLE,495.0,3689
"KHARAGPUR, Paschim Midnapur",495.0,3689
"Veraval, District - Gir Somnath",495.0,3689
RUP NAGAR,495.0,3689
Purbo BURDWAN,495.0,3689
"Mohli, Dharamshala",495.0,3689
SIDHPURA,495.0,3689
Ahiwara,495.0,3689
"Kharagpur, West Bengal",495.0,3689
Pareo,495.0,3689
TAMBARAM CHENNAI,495.0,3689
CHINIYALISAUR,495.0,3689
Yavatmal,495.0,3689
JAMNER,495.0,3689
East Vipparru,495.0,3689
Rampachodavaram,495.0,3689
Dombivali west - 421202,493.0,3690
VANAVASI,493.0,3690
MODAK,493.0,3690
Dwarka 110078,493.0,3690
Aizawl,493.0,3690
Singanallur coimbatore,493.0,3690
"Pokharan Road 2, Thane (West)",493.0,3690
PARASI/Anpara,493.0,3690
SIDCUL Haridwar,493.0,3690
Pilani,493.0,3690
CHIKITI,493.0,3690
Pungdongbam makha leikai,493.0,3690
bhugaon,493.0,3690
"MUMBAI, MULUND (W)",493.0,3690
BHAINSDEHI,493.0,3690
Gopalnagar,493.0,3690
"Kakkanad, kochi",493.0,3690
Koregaon,492.38,3691
THIRUPUVANAM THANJAVUR DISTRICT,492.38,3691
AMADALAVALASA,492.0,3692
BHIMAVARAM 2,491.0,3693
MASLANDAPUR,491.0,3693
PUNE 411060,491.0,3693
FATEHPUR PUNDRI,491.0,3693
Paremari road,491.0,3693
Kagaznagar,488.0,3694
"MOHANRAOPET, Korutla mandal, jagityal dist",487.0,3695
Kalikiri,487.0,3695
Guntur dist ponnur,487.0,3695
Sevagram,487.0,3695
SERAMPUR,487.0,3695
"PUTTUR, chittooor",487.0,3695
Bypassroad kondapuram,487.0,3695
beed,487.0,3695
Puruliya,487.0,3695
"ABHAYAPURI, Bongaigaon",487.0,3695
Kauntarpur,487.0,3695
Barkagaw,487.0,3695
"Greater noida,Gautam buddha nagar",487.0,3695
NEWASA,487.0,3695
MEENANGADI,487.0,3695
KUTHUPARAMBA,487.0,3695
KHAPAT,487.0,3695
MAUDAHA,487.0,3695
SAHASPUR,487.0,3695
KALPETTA Wayanad,487.0,3695
VADIPATTI,487.0,3695
CUTTACKCuttack,487.0,3695
Vengola,487.0,3695
"Nerul East, Navi Mumbai",487.0,3695
"Kovur,Chennai",487.0,3695
ARAKANDANALLUR,487.0,3695
Rayadurg,487.0,3695
yazali,487.0,3695
nanjangud,487.0,3695
Warud,487.0,3695
KAKDWIP,487.0,3695
Puzhakkal,487.0,3695
Pandakasala chirayinkizh,487.0,3695
Virajpet,487.0,3695
Badkagaw,487.0,3695
DINABANDHUNAGAR,487.0,3695
"Howajan,Gohpur",487.0,3695
Dombivli-East,487.0,3695
N. Paravur,487.0,3695
SATYAVEDU,487.0,3695
KAVERIPAKKAM,487.0,3695
LUCKNOWl,487.0,3695
"CHINCHINIM, South Goa",487.0,3695
DHARMSHALA,487.0,3695
Bally,487.0,3695
TIKARPADA,487.0,3695
Madurai - 625006,487.0,3695
Chintamani,487.0,3695
Kasumpti SHIMLA,487.0,3695
DOHRIGHAT,487.0,3695
MALLAPPALLY,487.0,3695
porvorim bardez,487.0,3695
"Hanamkond, WARANGAL",487.0,3695
GHORAWAL,487.0,3695
Badlapur East,487.0,3695
Agorpara,487.0,3695
cortalim,487.0,3695
cumbum,487.0,3695
CHINNATHADAGAM,487.0,3695
SATWAS,487.0,3695
GWC TOWNSHIP KOVAYA,487.0,3695
Chennai -600053,487.0,3695
Vanagaram,487.0,3695
HIRAKUD,487.0,3695
THORAPADI,486.0,3696
Darsi,486.0,3696
"MASI,Almora",486.0,3696
"Lunger houz , Hyderabad",486.0,3696
T,486.0,3696
Shikohabad,486.0,3696
Arpora,486.0,3696
Sonepat,486.0,3696
Goliyangdi,486.0,3696
BALIPARA,486.0,3696
"KAMATGI,Hunugund taluk,Bagalkot district",486.0,3696
"South kalamassery, Ernakulam",486.0,3696
"Adajan Gam, Surat",486.0,3696
Thirupparankundram,486.0,3696
kishangarh,486.0,3696
Chiplun,486.0,3696
Khargone,486.0,3696
"LUDHIANA, Punjab (India)",486.0,3696
Virar East,486.0,3696
Aluva / Ernakulam,486.0,3696
Zakiesato,484.0,3697
Pimpri,484.0,3697
DUKLI,484.0,3697
Haldwani golapar,484.0,3697
GANGAPUR CITY,484.0,3697
Thottiyam,484.0,3697
CHENNAI 600004,484.0,3697
VADAKARAI KEEZHPADUGAI,484.0,3697
SURIYAWAN,481.0,3698
Pallakad,481.0,3698
Raniganj,481.0,3698
Nakodar,480.0,3699
FAIZABAD Ayodhya,480.0,3699
Pujali,480.0,3699
Malatipur,480.0,3699
GREATER NOIDA WEST (NOIDA EXTENSION),478.0,3700
Mumbai maharashtra,478.0,3700
UPPER TADONG Bazaar,478.0,3700
MALLAWAN,478.0,3700
VASAD,478.0,3700
Uluberia,477.14,3701
NEW DELHIhbjo,477.0,3702
GURUGRAM 122002,477.0,3702
VEMULAWADA,476.0,3703
Nellore district,476.0,3703
AKATHIYOOR,476.0,3703
SONATALA,476.0,3703
Chanderi,476.0,3703
south Goa,476.0,3703
DALGAON,476.0,3703
GULAOTHI,476.0,3703
KARAMUCK,475.24,3704
BAJNA,475.24,3704
NIBRA,475.24,3704
"Kolkata, baguiati",475.24,3704
Chengelpet,475.24,3704
Manali,475.0,3705
BINPUR I,475.0,3705
"Chandlodia, Ahmedabad",475.0,3705
Bhanger,475.0,3705
NANGAVALLI,475.0,3705
Bajrang Nagar Gali no 9 nagpur,475.0,3705
NANDAPUR,475.0,3705
Sodepur,475.0,3705
cherthala,475.0,3705
SRIDUNGARGARH,475.0,3705
Bileipada,475.0,3705
TEKANPUR GWALIOR,475.0,3705
KONDHWA KHURD 48 .PUNE  411048,475.0,3705
WADRAFNAGAR,475.0,3705
Chirch compond,475.0,3705
"PERZAADIGUDA, HYDERABAD",475.0,3705
"Bassi, JAIPUR",475.0,3705
"Palta, North 24 Paraganas, West Bengal",475.0,3705
Dist-chandauli sub dist- chakiya shahabganj,475.0,3705
Mira Road (East),475.0,3705
"Rahara bazar,Khardah",475.0,3705
hyderbad,475.0,3705
aligarh,475.0,3705
"CEPZ PO, Kakkanad ,Kochi",474.11,3706
MANKAPUR,474.0,3707
BARHI,474.0,3707
Kallur- Thrissur,474.0,3707
Shivai Nagar,473.0,3708
NEW DELHIDe,472.38,3709
Karanja Lad,472.0,3710
phagwara,472.0,3710
KOTKHAI,471.43,3711
Sakhinetipalli,471.43,3711
ICHAK,471.43,3711
Banganlore,471.43,3711
Nalikul,471.0,3712
GUDLAVALLERU,471.0,3712
VEDURUPAKA,471.0,3712
"ERANHOLI, Thalassery",471.0,3712
MURUM,471.0,3712
Kodad,471.0,3712
"pimple Saudagar,Pune",471.0,3712
mukanpur,471.0,3712
DISTRICT- BURDWAN,471.0,3712
"BANGALORE, KARNATAKA",471.0,3712
mussoorie,471.0,3712
"Vashi, New Bombay",471.0,3712
MUNIYAPPAN KOVIL,471.0,3712
"Yelahanka, Karnataka, 560064",471.0,3712
SHIMlA,471.0,3712
"Station GHANPUR,WARANGAL DISTRICT",471.0,3712
Bangalore-78,471.0,3712
KANDIKandi,471.0,3712
BASUDEBPUR MURSHIDABAD DISTRICT,471.0,3712
KAIKALURU,471.0,3712
DHANAULTI,471.0,3712
KANIYUR TIRUPPUR DISTRICT,471.0,3712
"Basavanabagevadi, VIJAPURA",471.0,3712
Bayyanagudem,471.0,3712
Jagraon,471.0,3712
Koithoorkonam,471.0,3712
Chandrupatla,471.0,3712
Mhveer society javal chokak,471.0,3712
LAKSAR,471.0,3712
GIDC PANOLI,471.0,3712
calcutta,471.0,3712
LIMLA,471.0,3712
CHINCHWAD Gaon pune,471.0,3712
KOGNOLI,471.0,3712
SHIRHATTI,471.0,3712
DEHRADUN 248001,471.0,3712
CHI V GREATER NOIDA,471.0,3712
DATTAPUR DHAMANGAON,471.0,3712
RAIGARH Town,471.0,3712
Chhota Udaipur,471.0,3712
MORJIM,471.0,3712
east godavari district,471.0,3712
Dehu Cantt Civil Township,471.0,3712
"Butibori, Nagpur",471.0,3712
Pattabiram,471.0,3712
SONPETH,471.0,3712
Byasanagar,471.0,3712
Veiloor,471.0,3712
"Trichy, Thirumvermbur",471.0,3712
HANSKHALI,471.0,3712
Gadwal,471.0,3712
Chilakaluripet,471.0,3712
"Bagh amberpet,hyderabad",471.0,3712
Sanjan,471.0,3712
Sant Kabir nagarLUCKNOW,471.0,3712
Santuri,471.0,3712
"Keeranoor,Mallur",471.0,3712
Vattapoyil,471.0,3712
NEW DELHI 110034,471.0,3712
"Bandra Kurla Complex, Mumbai",471.0,3712
Athvelly,471.0,3712
"Chentrappini (VIA ),Chamakkala",471.0,3712
Khurja,471.0,3712
HARGAON,471.0,3712
SRIRANGAPATNA,471.0,3712
KHEDBRAHMA,471.0,3712
DOMBIVLI - WEST,471.0,3712
WestPARASI,471.0,3712
Roshnabad,471.0,3712
Durah,471.0,3712
Piduguralla,471.0,3712
DULIAJAN NO 1,471.0,3712
Via KALLIASSERI,469.0,3713
COIMBATORE-641041,469.0,3713
HYDERABAD.,469.0,3713
Kanyakumari district,469.0,3713
HATKANANGLE,469.0,3713
"HARUR (tk), Dharmapuri (dt).",469.0,3713
DERA BASSI INDUSTRIAL AREA Mohali,469.0,3713
Nalasopara East,469.0,3713
TIRWAGANJ KANNAUJ,469.0,3713
TIRICHIRAPALLI,469.0,3713
Kollakadavu,469.0,3713
Thriprayar,469.0,3713
"VELLORE,",469.0,3713
Baguiati Kolkata,469.0,3713
Edacheri,469.0,3713
Palavalasa,469.0,3713
Rohini sector 23 Delhi,469.0,3713
Hanumanthan patty,469.0,3713
Kootikada,468.0,3714
Muthur,468.0,3714
BEHAT,468.0,3714
"BHUBANESWAR, Khordha",468.0,3714
"SRIPERUMBUDUR,Chennai city",468.0,3714
Oragadam,468.0,3714
HASANPUR,468.0,3714
Ernakulam kochi,467.0,3715
Raja Sansi,464.0,3716
Ulundurpet tk,464.0,3716
ACHALPUR,464.0,3716
Lucknow Cantt,464.0,3716
VELANKANNI,463.81,3717
"Kushberia, ULUBERIA",463.81,3717
Vazhakulam,463.81,3717
"Kandivali (W), Mumbai",463.81,3717
KUNKURI,463.81,3717
Rishra,463.81,3717
Dombivali west  Tal: KALYAN Dist: Thane,463.81,3717
SIANA,463.0,3718
Calicut kunnamangalam,463.0,3718
Bellare Village and Post,463.0,3718
Taleigao  Panaji,463.0,3718
NARELA,463.0,3718
SIMLAPAL,463.0,3718
TIKARI Gaya,463.0,3718
DEHRADUn,463.0,3718
Jangaon,463.0,3718
Soro,462.86,3719
NAGERCOIL -  2,461.0,3720
Rajpipla,461.0,3720
Dist. Ratnagiri. ( mob. no. 9860115770 ),460.0,3721
Shirur,460.0,3721
GOINDWAL,460.0,3721
"Kalwari,Mirzapur",460.0,3721
PANDAMANGALAM,459.0,3722
Thoppippala,459.0,3722
KUDRA,459.0,3722
ANANTPUR,459.0,3722
Addanki mandal Bapatl District,459.0,3722
P.O Bambolim Complex,459.0,3722
PARASUVAIKKAL,459.0,3722
NALLUR TIRUNELVELI DISTRICT,459.0,3722
tuticorin,459.0,3722
AHMEDABAD 380014,459.0,3722
DORNAKAL,459.0,3722
ATELI,459.0,3722
Near nahur railway station nahur  east mumbai,459.0,3722
NIALI,459.0,3722
Delhi-92.,459.0,3722
THRISSUR DISTRICT,459.0,3722
"EGATTUR, CHENNAI",459.0,3722
Doddaballapura BENGALURU rural district,459.0,3722
PARAS,459.0,3722
Chirayankil,459.0,3722
MUTHUPET,459.0,3722
Galsi,459.0,3722
SANGAM,459.0,3722
MADANAPALLI,459.0,3722
Lepetkata,459.0,3722
SOUTH - GOA,459.0,3722
BANASTHALI,459.0,3722
"Yelahanka, BANGALORE",459.0,3722
Jhalod,459.0,3722
"GOBINDPUR,Dhanbad",459.0,3722
Machhali shahar jaunpur,459.0,3722
MADURAI NORTH,459.0,3722
"Attingal,  kochalumoodu",459.0,3722
"GUDIVADA, KRISHNA DISTRICT",459.0,3722
KUTUKULURU,459.0,3722
Padappai,459.0,3722
BANGA,459.0,3722
"METTUR,Salem",459.0,3722
"Shankarpuri ,Gwalior ,morar",459.0,3722
kallakurichi,459.0,3722
JAWHAR,459.0,3722
VENKITANGU,459.0,3722
Goregaon East  Mumbai,459.0,3722
BAYYANAGUDEM,459.0,3722
KARUR District,459.0,3722
JEELUGU MILLI,459.0,3722
"HSIIDC SOHNA, Gurugram",459.0,3722
SWARAJ DWEEP,459.0,3722
"Pedapadu,westgodavari",459.0,3722
HOSURhosur,459.0,3722
Duliajan,458.0,3723
rohtak,458.0,3723
NAVI mumbai,458.0,3723
Dasuya,458.0,3723
VIRAR w,458.0,3723
CHENKALPATTU,458.0,3723
Akot,458.0,3723
Karatagi,458.0,3723
Kopargaon,458.0,3723
Budge budge,458.0,3723
FORBESGANJ,458.0,3723
COIMBATORE 25,458.0,3723
"Aluva, Ernakulam",458.0,3723
KUMARAKOM,458.0,3723
Puttur DK,458.0,3723
Hargaon,458.0,3723
"Ainavilli mandal, east godhavari",458.0,3723
